zone_id,start_time,weekday,hour,hours_worked,earnings,distance_km,trips_completed,active_drivers,active_hour_wage,revenue_per_trip,fare_per_km,earnings_per_driver,log_hours,log_trips,log_active_drivers,log_active_hour_wage,log_revenue_per_trip,log_fare_per_km,log_earnings_per_driver,wage,log_wage
Bayview Hunters Point,2024-05-02 07:00:00,3,7,0.8685983333333333,67.0,16.0759076,5,3,77.13576854664316,13.4,4.167727363648196,22.333333333333332,-0.14087447767978736,1.6094379124341003,1.0986122886681098,4.345567097070753,2.5952547069568657,1.427370890518962,3.106080330722856,4.167727363648196,1.427370890518962
Bayview Hunters Point,2024-05-02 09:00:00,3,9,1.5692983333333332,120.55,34.938502,8,5,76.81777099956562,15.06875,3.450348271943657,24.11,0.45062859801732563,2.0794415416798357,1.6094379124341003,4.341436006609855,2.712623062947344,1.2384751743377884,3.1826266921930797,3.450348271943657,1.2384751743377884
Bayview Hunters Point,2024-05-02 10:00:00,3,10,1.1660730555555556,93.05,28.0778491,5,4,79.79774470962963,18.61,3.31400028786393,23.2625,0.15364174081595824,1.6094379124341003,1.3862943611198906,4.379495242272301,2.9236990706541595,1.1981560058673517,3.146842621968369,3.31400028786393,1.1981560058673517
Bayview Hunters Point,2024-05-02 11:00:00,3,11,2.923652777777778,197.35,51.6265048,9,5,67.50117575521489,21.927777777777777,3.822648865433168,39.47,1.0728337857862977,2.1972245773362196,1.6094379124341003,4.212145016322558,3.087754224772637,1.3409436025841925,3.675540889674756,3.822648865433168,1.3409436025841925
Bayview Hunters Point,2024-05-02 12:00:00,3,12,1.29204,101.2,31.865028000000002,5,3,78.32574842884121,20.240000000000002,3.1758955303601177,33.733333333333334,0.2562223646334889,1.6094379124341003,1.0986122886681098,4.360876392219876,3.0076608444192647,1.1555896493804485,3.5184864681852557,3.1758955303601177,1.1555896493804485
Bayview Hunters Point,2024-05-02 14:00:00,3,14,3.827751111111111,258.05,74.33278920000001,11,7,67.41556399812364,23.45909090909091,3.471550076046386,36.864285714285714,1.342277453480894,2.3978952727983707,1.9459101490553132,4.210875911113843,3.1552580917963655,1.244601202008892,3.6072432155394227,3.471550076046386,1.244601202008892
Bayview Hunters Point,2024-05-02 15:00:00,3,15,2.6396683333333333,188.8,51.659982400000004,9,5,71.52413718642684,20.977777777777778,3.6546663631848237,37.760000000000005,0.970653277952819,2.1972245773362196,1.6094379124341003,4.270034975758581,3.043463676375181,1.296004806732885,3.6312503412773003,3.6546663631848237,1.296004806732885
Bayview Hunters Point,2024-05-02 19:00:00,3,19,1.957498888888889,104.9,36.095372000000005,6,2,53.588791592900016,17.483333333333334,2.90618974643065,52.45,0.6716675812652342,1.791759469228055,0.6931471805599453,3.9813399341370173,2.8612480461741967,1.066842857727651,3.9598603348423063,2.90618974643065,1.066842857727651
Bayview Hunters Point,2024-05-03 08:00:00,4,8,2.11237,181.9,58.8192412,7,4,86.11180806392821,25.985714285714288,3.092525443867848,45.475,0.7478105398940845,1.9459101490553132,1.3862943611198906,4.4556465456299925,3.2575469364687635,1.1289880528554606,3.817162724404186,3.092525443867848,1.1289880528554606
Bayview Hunters Point,2024-05-03 09:00:00,4,9,3.9168805555555553,252.60000000000002,71.77682080000001,7,4,64.49009522175031,36.08571428571429,3.5192419667603887,63.150000000000006,1.3652955603600683,1.9459101490553132,1.3862943611198906,4.166511649556322,3.5858970608610776,1.2582456160666269,4.1455128487965,3.5192419667603887,1.2582456160666269
Bayview Hunters Point,2024-05-03 10:00:00,4,10,1.8340530555555556,118.89999999999999,33.9377105,5,5,64.82909512341442,23.779999999999998,3.503477348597219,23.779999999999998,0.6065283022901901,1.6094379124341003,1.6094379124341003,4.171754501406546,3.1688448912626357,1.2537560034435489,3.1688448912626357,3.503477348597219,1.2537560034435489
Bayview Hunters Point,2024-05-03 11:00:00,4,11,3.9421616666666663,236.0,57.1311776,12,7,59.865632096096185,19.666666666666668,4.130844311530522,33.714285714285715,1.3717292192205524,2.4849066497880004,1.9459101490553132,4.0921025858050575,2.9789251552376097,1.4184818198638327,3.5179216559702966,4.130844311530522,1.4184818198638327
